"category","room_count","bathroom_count","size","type","price","city","region"
"Terrains et Fermes",3,1,120,"À Vendre",225000,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",55000,"Bizerte","Bizerte Sud"
"Terrains et Fermes",3,1,120,"À Vendre",60000,"Bizerte","Utique"
"Maisons et Villas",3,1,200,"À Louer",648800,"Bizerte","Autres villes"
"Appartements",3,1,75,"À Vendre",91000,"Bizerte","Menzel Bourguiba"
"Maisons et Villas",1,1,80,"À Louer",330,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",23000,"Bizerte","Ras Jebel"
"Terrains et Fermes",3,1,120,"À Vendre",5e+05,"Bizerte","Ras Jebel"
"Terrains et Fermes",3,1,120,"À Vendre",60000,"Bizerte","Ras Jebel"
"Appartements",2,1,60,"À Louer",380,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",250000,"Bizerte","Utique"
"Terrains et Fermes",3,1,120,"À Vendre",195000,"Bizerte","Ras Jebel"
"Appartements",3,1,87,"À Louer",500,"Bizerte","Bizerte"
"Appartements",3,1,60,"À Louer",300,"Bizerte","Ras Jebel"
"Terrains et Fermes",3,1,120,"À Vendre",2e+05,"Bizerte","Ghar El Melh"
"Appartements",3,1,120,"À Louer",530,"Bizerte","Menzel Bourguiba"
"Maisons et Villas",3,1,140,"À Vendre",80000,"Bizerte","Menzel Bourguiba"
"Terrains et Fermes",3,1,120,"À Vendre",128000,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",39000,"Bizerte","Ras Jebel"
"Appartements",3,1,165,"À Vendre",2e+05,"Bizerte","Ras Jebel"
"Maisons et Villas",2,1,231.5,"À Vendre",220000,"Bizerte","Autres villes"
"Appartements",2,1,90,"À Louer",500,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",54000,"Bizerte","Bizerte Sud"
"Maisons et Villas",4.5,1,231.5,"À Vendre",550000,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Autres villes"
"Maisons et Villas",4,1,230,"À Vendre",250000,"Bizerte","Ghar El Melh"
"Maisons et Villas",4,1,170,"À Louer",550,"Bizerte","Bizerte"
"Maisons et Villas",3,1,150,"À Louer",300,"Bizerte","Ras Jebel"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Bizerte Nord"
"Maisons et Villas",4.5,1,80,"À Vendre",80000,"Bizerte","Menzel Bourguiba"
"Terrains et Fermes",3,1,120,"À Vendre",450000,"Bizerte","Ras Jebel"
"Maisons et Villas",3,1,231.5,"À Vendre",6e+05,"Bizerte","Bizerte"
"Magasins, Commerces et Locaux industriels",1,1,40,"À Louer",850,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",160000,"Bizerte","Bizerte Nord"
"Maisons et Villas",2,1,150,"À Vendre",160000,"Bizerte","Ghar El Melh"
"Maisons et Villas",1,1,70,"À Louer",200,"Bizerte","Zarzouna"
"Terrains et Fermes",3,1,120,"À Vendre",212400,"Bizerte","Ghar El Melh"
"Maisons et Villas",2,1,115,"À Louer",600,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Autres villes"
"Maisons et Villas",3,1,80,"À Vendre",85000,"Bizerte","Autres villes"
"Maisons et Villas",3,1,80,"À Louer",250,"Bizerte","Bizerte Sud"
"Maisons et Villas",4,1,130,"À Vendre",648800,"Bizerte","Autres villes"
"Appartements",1,1,80,"À Louer",150,"Bizerte","Bizerte"
"Appartements",2,1,100,"À Louer",200,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",31000,"Bizerte","Bizerte Nord"
"Appartements",2,1,231.5,"À Louer",75,"Bizerte","Bizerte"
"Appartements",3,1,120,"À Louer",750,"Bizerte","Autres villes"
"Maisons et Villas",4,1,150,"À Louer",580,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",70000,"Bizerte","Utique"
"Maisons et Villas",4.5,1,160,"À Vendre",170000,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",135000,"Bizerte","Bizerte"
"Appartements",3,1,160,"À Louer",350,"Bizerte","Bizerte Nord"
"Maisons et Villas",4,1,150,"À Louer",580,"Bizerte","Autres villes"
"Maisons et Villas",4.5,1,231.5,"À Vendre",6e+05,"Bizerte","Bizerte"
"Appartements",1,1,60,"À Louer",400,"Bizerte","Autres villes"
"Appartements",3,1,118,"À Vendre",2e+05,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Utique"
"Maisons et Villas",2,1,100,"À Vendre",160000,"Bizerte","Bizerte"
"Appartements",2,1,80,"À Louer",500,"Bizerte","Bizerte Sud"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",65000,"Bizerte","Menzel Bourguiba"
"Terrains et Fermes",3,1,120,"À Vendre",160000,"Bizerte","Ras Jebel"
"Maisons et Villas",4,1,172,"À Vendre",170000,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",230000,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",4e+05,"Bizerte","Autres villes"
"Maisons et Villas",4.5,1,231.5,"À Vendre",145000,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",90000,"Bizerte","Mateur"
"Terrains et Fermes",3,1,120,"À Vendre",245000,"Bizerte","Ras Jebel"
"Maisons et Villas",4,1,231.5,"À Louer",1500,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",250000,"Bizerte","Ras Jebel"
"Maisons et Villas",3,1,90,"À Louer",380,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",165000,"Bizerte","Bizerte"
"Locations de vacances",3,1,231.5,"À Louer",648800,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",105000,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",380000,"Bizerte","Bizerte"
"Appartements",2,1,80,"À Vendre",140000,"Bizerte","Bizerte Nord"
"Maisons et Villas",3,1,231.5,"À Vendre",230000,"Bizerte","Autres villes"
"Appartements",2,1,80,"À Louer",300,"Bizerte","Bizerte Nord"
"Appartements",3,1,90,"À Louer",450,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Autres villes"
"Maisons et Villas",4.5,1,170,"À Vendre",440000,"Bizerte","Ras Jebel"
"Terrains et Fermes",3,1,120,"À Vendre",15000,"Bizerte","Sejenane"
"Terrains et Fermes",3,1,120,"À Vendre",345000,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",250000,"Bizerte","Bizerte"
"Maisons et Villas",3,1,100,"À Louer",650,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",135000,"Bizerte","Ras Jebel"
"Maisons et Villas",3,1,150,"À Vendre",648800,"Bizerte","Ras Jebel"
"Appartements",3,1,140,"À Vendre",140000,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",3e+05,"Bizerte","Bizerte Sud"
"Maisons et Villas",4.5,1,231.5,"À Louer",1200,"Bizerte","Bizerte Nord"
"Appartements",2,1,40,"À Louer",60,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",160000,"Bizerte","Tinja"
"Maisons et Villas",3,1,150,"À Vendre",120000,"Bizerte","Menzel Bourguiba"
"Terrains et Fermes",3,1,120,"À Vendre",185000,"Bizerte","Bizerte Nord"
"Appartements",2,1,70,"À Louer",400,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",70000,"Bizerte","Bizerte Nord"
"Maisons et Villas",4.5,1,231.5,"À Vendre",520000,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Bizerte","Autres villes"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Bizerte","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,70,"À Vendre",85000,"Bizerte","Ras Jebel"
"Maisons et Villas",3,1,186,"À Vendre",180000,"Bizerte","Ras Jebel"
"Terrains et Fermes",3,1,120,"À Vendre",46500,"Bizerte","Bizerte Nord"
"Appartements",3,1,119,"À Vendre",130000,"Bizerte","Bizerte"
"Terrains et Fermes",3,1,120,"À Vendre",143200,"Bizerte","Bizerte Nord"
"Maisons et Villas",3,1,231.5,"À Vendre",2e+05,"Bizerte","Bizerte Nord"
"Maisons et Villas",4.5,1,200,"À Vendre",250000,"Bizerte","Bizerte Nord"
"Terrains et Fermes",3,1,120,"À Vendre",97000,"Bizerte","Ras Jebel"
"Terrains et Fermes",3,1,120,"À Vendre",3e+05,"Bizerte","Autres villes"
"Appartements",1,1,100,"À Louer",150,"Bizerte","Bizerte"
"Locations de vacances",3,1,231.5,"À Louer",111,"Bizerte","Bizerte"
"Maisons et Villas",2,1,75,"À Vendre",90000,"Bizerte","Bizerte Nord"
"Maisons et Villas",2,1,90,"À Vendre",90000,"Bizerte","Bizerte Nord"
"Maisons et Villas",3,1,200,"À Vendre",648800,"Bizerte","Autres villes"
"Maisons et Villas",4.5,1,130,"À Vendre",130000,"Bizerte","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",225000,"Bizerte","Ras Jebel"
"Maisons et Villas",4.5,1,231.5,"À Vendre",550000,"Bizerte","Autres villes"
"Appartements",3,1,100,"À Vendre",210000,"Bizerte","Bizerte Nord"
"Maisons et Villas",4.5,1,130,"À Vendre",60000,"Gabès","Gabès Médina"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Gabès","Gabès Médina"
"Maisons et Villas",4,1,231.5,"À Vendre",175000,"Gabès","Autres villes"
"Appartements",3,1,90,"À Louer",250,"Gabès","Gabès"
